run_rank,unitid,ipeds_name,total_attendees,company_variants,company_types,best_match_score,needs_match_review,currently_precomputed_local,selection_tier,data_readiness_score,bachelor_users_2005_2025,recent_bachelor_users_2020_2025,readiness_num,force_include_for_june5_503_run,batch_id
84,119605,National University,3,National University,College 4 Year Private,100.0,no,no,strong,84.2,35810.0,11903.0,84.2,yes,june5-4yr-02
85,194824,Rensselaer Polytechnic Institute,3,Rensselaer Polytechnic Institute - Center for Career & Professional Development,College 4 Year Private,100.0,no,no,strong,83.2,23162.0,7716.0,83.2,yes,june5-4yr-02
86,228246,Southern Methodist University,3,Southern Methodist University - Cox School of Business; Southern Methodist University - Hegi Family Career Development Center,College 4 Year Private,100.0,no,no,strong,82.3,25403.0,8387.0,82.3,yes,june5-4yr-02
87,169910,Ferris State University,3,Ferris State University,College 4 Year Public,100.0,no,no,strong,81.6,26429.0,6133.0,81.6,yes,june5-4yr-02
88,156620,Eastern Kentucky University,3,Eastern Kentucky University,College 4 Year Public,100.0,no,no,strong,79.8,24178.0,7278.0,79.8,yes,june5-4yr-02
89,128771,Central Connecticut State University,3,Central Connecticut State University,College 4 Year Public,100.0,no,no,strong,76.7,22197.0,5965.0,76.7,yes,june5-4yr-02
90,190637,CUNY Lehman College,3,Lehman College - ACE; Lehman College - College of Business,College 4 Year Public,100.0,no,no,strong,76.5,20893.0,8329.0,76.5,yes,june5-4yr-02
91,133650,Florida Agricultural and Mechanical University,3,Florida A&M University; Florida A&M University - School of Business and Industry,College 4 Year Public,100.0,no,no,strong,76.4,19131.0,5407.0,76.4,yes,june5-4yr-02
92,126580,University of Colorado Colorado Springs,3,University of Colorado - Colorado Springs; University of Colorado Colorado Springs - College of Business,College 4 Year Public,100.0,no,no,strong,75.4,20152.0,6939.0,75.4,yes,june5-4yr-02
93,151306,University of Southern Indiana,3,University of Southern Indiana,College 4 Year Public,100.0,no,no,usable,65.1,15562.0,4164.0,65.1,yes,june5-4yr-02
94,165015,Brandeis University,3,Brandeis University,College 4 Year Private,100.0,no,no,usable,64.0,14709.0,4505.0,64.0,yes,june5-4yr-02
95,165662,Emerson College,3,Emerson College,College 4 Year Private,100.0,no,no,usable,61.9,16150.0,4972.0,61.9,yes,june5-4yr-02
96,190558,College of Staten Island CUNY,3,College of Staten Island - CUNY; College of Staten Island - Chazanoff School of Business,College 4 Year Public,100.0,no,no,usable,61.9,11836.0,4290.0,61.9,yes,june5-4yr-02
97,171456,Northern Michigan University,3,Northern Michigan University,College 4 Year Public,100.0,no,no,usable,59.9,13533.0,3387.0,59.9,yes,june5-4yr-02
98,190044,Clarkson University,3,Clarkson University,College 4 Year Private,100.0,no,no,usable,56.1,10813.0,3020.0,56.1,yes,june5-4yr-02
99,138947,Clark Atlanta University,3,Clark Atlanta University,College 4 Year Private,100.0,no,no,thin,54.9,9780.0,2858.0,54.9,yes,june5-4yr-02
100,137078,St Petersburg College,3,St. Petersburg College,College 4 Year Public,100.0,no,no,thin,54.7,11424.0,4477.0,54.7,yes,june5-4yr-02
